arrived_at,num_prefill_tokens,num_decode_tokens
192.561825,398,99
192.853798,1092,422
193.091047,4073,98
193.186170,4126,59
193.380923,375,91
193.593132,4097,53
193.642403,371,78
193.836043,382,94
193.942129,394,100
193.980962,420,95
194.140954,379,76
194.173630,410,90
194.220281,378,61
194.390058,4079,32
194.540043,385,32
194.562448,406,109
194.608479,4099,69
194.631065,740,83
194.752874,405,116
194.752885,389,96
194.800489,400,90
194.820964,7,142
195.149977,4080,48
195.261672,403,100
195.602087,384,65
195.677213,387,82
195.687640,422,96
195.693585,399,96
195.793527,4090,60
195.912405,378,90
195.938684,1152,49
195.982564,409,100
196.013449,395,85
196.045120,415,84
196.097224,1315,226
196.366289,4083,127
196.965588,1201,375
197.099292,2367,56
197.329669,1017,534
197.393548,386,111
197.943613,4076,33
197.983841,1141,95
198.151580,4509,134
198.250957,380,90
198.473321,398,126
198.515790,405,162
198.548008,374,110
198.555033,4078,154
198.622602,4081,56
198.740859,401,93
198.784799,406,93
198.823108,378,90
198.853119,401,109
198.914084,401,108
199.025177,910,91
199.126223,381,87
199.541533,402,83
199.619464,4078,34
199.936424,404,95
200.135846,422,111
200.320960,390,102
200.424547,1181,125
200.675709,4133,83
200.886107,4082,107
200.990473,386,79
201.087781,378,152
201.230642,406,149
201.240060,400,91
201.248144,1010,444
201.368849,389,92
201.883850,419,46
202.033982,1314,54
202.050230,4149,88
202.134970,407,86
202.809371,2178,133
202.842357,374,59
203.112064,410,104
203.290086,405,98
203.292175,373,68
203.313241,440,132
203.394934,398,129
203.799772,4072,139
203.914215,912,42
203.992044,4088,52
204.302809,398,78
204.349569,399,100
204.371663,4078,84
204.461476,4159,68
204.870063,4155,48
205.104223,380,71
205.172607,400,137
205.215338,130,205
205.366501,1178,409
205.471633,459,327
205.493425,403,147
205.666267,4079,57
206.134633,438,95
206.172317,405,111
206.202611,8,159
206.242613,1319,189
206.633947,406,94
206.665231,396,90
206.711978,378,66
206.729928,403,125
206.772626,8,131
206.867453,378,127
206.989534,408,113
207.157733,416,97
207.225203,430,52
207.447925,4074,39
207.547508,386,70
207.569636,379,73
207.619797,395,41
207.642771,4080,36
207.705277,30,139
207.931765,4083,41
207.967626,394,84
208.024334,377,80
208.357315,388,61
208.562242,1078,401
208.825165,4095,40
208.911887,399,85
208.985890,425,160
209.444065,1018,393
209.729464,398,85
209.823637,1183,372
209.842683,421,85
209.984342,387,85
210.011161,398,135
210.537003,1186,415
210.617176,410,112
210.693999,407,89
210.734268,377,59
210.896991,4106,35
210.971876,4091,35
210.977937,4082,57
211.221188,452,86
211.241344,4098,104
211.313955,408,82
211.404400,1004,467
211.565345,416,109
211.721990,1505,77
211.820748,446,96
212.046770,4121,69
212.064020,314,18
212.091567,4084,62
212.142683,2946,90
212.300597,404,87
212.438147,2309,67
212.504379,392,93
212.592351,399,136
212.594444,419,107
212.625453,4084,36
212.674694,4131,44
212.734278,390,92
212.862978,1088,423
212.877092,1993,50
213.006193,372,88
213.037448,379,95
213.101898,404,97
213.341471,1508,114
213.695834,371,71
213.769975,4084,66
213.772562,4080,28
213.775089,4086,133
214.173986,1353,155
214.226599,404,81
214.311528,398,88
214.434831,1010,407
214.436373,462,84
214.569295,400,104
214.921161,401,78
215.065781,1321,75
215.384794,443,88
215.418516,406,103
215.552888,1678,88
215.650286,879,84
215.952124,2738,137
216.220939,4165,108
216.280102,2700,77
216.359582,838,91
216.366430,384,48
216.403663,401,127
216.533778,381,75
216.536615,11,182
216.607022,1190,414
216.758576,393,77
216.941590,428,87
216.982424,395,64
217.140223,403,90
217.373225,4077,115
217.402721,4087,42
217.559330,1820,76
217.857594,390,88
218.089184,4084,44
218.223297,203,217
218.224823,378,82
218.448260,4143,47
218.598250,2221,50
218.713569,4081,67
218.840756,393,92
218.880612,956,106
219.078402,4098,41
219.085474,4092,146
219.128626,396,107
219.150355,372,63
219.150449,393,125
219.403915,371,54
219.689375,379,42
219.959425,397,92
220.105725,405,95
220.165705,4101,68
220.175987,399,150
220.211229,387,84
220.220232,4076,46
220.416723,4088,95
220.417817,377,71
220.530158,383,78
220.723212,374,86
221.218634,396,89
221.221560,1110,28
221.500912,986,592
221.679666,4086,28
222.001319,406,99
222.061941,429,82
222.216214,4086,42
222.492224,373,76
222.619224,421,92
222.709935,378,49
222.755908,407,101
223.151177,4094,65
223.328852,1884,43
223.381941,381,78
224.098668,4098,98
224.155426,402,108
224.180664,389,87
224.479743,371,71
224.529926,1026,42
225.259623,374,70
225.348215,3795,56
225.477856,397,82
225.500973,4074,40
225.523006,1102,52
225.531971,415,95
225.607291,398,83
225.607298,398,109
225.651241,306,18
225.918179,430,92
225.945357,2585,101
226.081882,1792,94
226.110791,4077,45
226.148988,403,107
226.235421,407,139
226.288719,1783,73
226.513559,4079,43
226.530554,1010,409
226.870939,404,103
227.114986,406,81
227.198441,181,148
227.200114,389,86
227.392350,372,84
227.561218,374,78
227.621299,1330,47
227.642804,4074,66
227.997868,883,47
228.112144,4075,39
228.349770,4087,37
228.491560,369,74
228.547419,426,75
228.642141,4145,59
229.110187,4098,47
229.164888,4091,63
229.168861,375,67
229.491460,4088,40
229.610566,3807,56
230.431631,4132,76
230.480139,380,91
230.715396,22,105
230.718601,1111,617
230.865628,390,108
230.979809,4107,68
231.012833,400,172
231.313889,386,111
231.882904,410,115
232.179918,1113,383
232.201659,1314,150
232.257640,4080,34
232.300566,4088,49
232.408036,371,61
232.743386,390,110
232.781958,418,126
232.916091,1085,440
232.965652,423,145
233.012178,384,89
233.014218,380,77
233.047504,1773,102
233.421193,1156,74
233.585880,417,90
233.686142,402,93
233.762672,374,101
233.827052,374,94
233.986530,386,64
234.176460,1201,543
234.223774,4077,57
234.346800,4074,58
234.446828,1622,95
234.448308,407,88
234.471937,402,81
235.090467,372,120
235.166235,1051,388
235.393120,395,73
235.407885,4089,53
235.544084,4084,42
235.657521,382,75
235.788602,2,93
235.916434,381,176
235.930226,409,86
236.001825,375,136
236.042682,404,120
236.162233,392,91
236.331967,4088,48
236.570213,420,95
236.591210,1315,142
236.602718,1036,386
236.832831,4078,103
237.010980,1161,59
237.433393,1099,526
237.492749,1212,61
237.566152,395,79
237.637951,4074,43
237.900438,242,14
238.230369,495,95
238.489337,4089,28
238.513619,399,83
238.637890,1058,415
238.680567,428,81
238.716807,442,83
238.875477,1113,408
238.980689,4078,45
239.077957,374,73
239.110222,2118,110
239.180945,396,60
239.289048,373,60
239.361698,383,78
239.454347,4081,41
239.516793,387,64
239.566115,432,111
239.644827,414,99
239.700288,4086,55
239.711813,375,104
239.898893,986,423
239.905949,399,91
239.957647,203,217
240.282117,1364,39
240.481609,1692,98
240.624291,4078,40
240.673267,2229,105
240.827993,382,63
240.970572,411,94
241.023307,448,91
241.272194,383,97
241.347746,1136,396
241.391106,385,145
241.575511,395,89
241.760529,379,77
241.769556,181,107
242.003580,400,92
242.122844,416,108
242.159348,384,90
242.512195,391,116
242.551110,2584,141
242.650139,2159,88
242.667602,417,107
242.747984,4090,94
242.763637,415,81
243.022913,4100,142
243.326705,372,79
243.402373,1065,413
243.472391,1193,45
243.647604,378,80
243.775294,384,63
243.860203,375,54
243.964072,880,96
244.044212,442,92
244.098645,412,81
244.481790,1641,143
244.821593,390,91
244.863173,410,102
244.880992,4075,55
244.880998,1111,414
244.948469,1025,426
245.057384,879,89
245.263308,440,86
245.300849,1467,113
245.467828,385,79
245.620004,4084,46
245.899203,395,135
246.038156,397,87
246.038166,417,96
246.095042,1231,45
246.227559,2694,90
246.553753,411,133
246.583301,1312,159
246.620810,419,88
246.770055,393,88
246.793011,376,74
246.901334,4077,105
247.102172,413,81
247.245147,374,68
247.363951,4081,67
247.689906,418,86
247.748423,377,46
247.807494,404,120
247.864494,388,108
248.054732,398,90
248.100516,405,103
248.142704,421,106
248.521596,406,100
248.576004,4076,58
248.579988,1080,413
248.702710,1067,373
248.732935,4077,31
249.432384,4143,74
249.519506,4077,32
249.560561,4080,50
249.614117,378,92
249.615877,181,118
249.692114,1200,399
249.715724,4082,28
249.783538,406,122
249.797271,375,55
249.824403,396,83
249.830723,4085,48
249.846068,442,88
250.113579,385,78
250.653627,475,114
250.691861,1058,397
250.757062,2296,54
250.843214,2447,121
250.972212,4077,48
251.079593,2494,85
251.103687,2538,94
251.447021,1010,472
251.460283,394,73
251.464916,396,153
251.662064,1099,572
252.343059,380,79
252.579611,4081,87
252.679682,1137,416
253.092405,372,123
253.269634,3000,45
253.304359,406,114
253.400877,393,121
253.405507,4092,54
253.405882,403,92
253.439198,4085,41
253.675829,459,102
253.897077,377,52
254.018359,4078,84
254.033172,1069,396
254.103944,392,137
254.650790,181,230
255.008562,942,86
255.026101,392,98
255.111250,402,89
255.115485,1314,232
255.320243,395,79
255.477632,395,89
255.738093,1138,395
256.249693,1071,395
256.259977,1094,429
256.302159,4076,38
256.338868,379,108
256.385916,2443,119
256.932998,449,95
256.950540,4078,28
257.035544,387,104
257.042793,4076,68
257.140249,4076,29
257.551606,1059,375
257.735531,4987,54
257.884824,412,84
257.910554,372,65
257.929431,377,86
258.240381,4076,73
258.877494,392,160
258.906388,1134,385
259.041294,181,84
259.205631,1086,77
259.218912,4076,64
259.457121,4086,54
259.469378,1070,415
259.469575,1066,415
259.502182,4077,37
259.878344,391,90
260.039038,212,191
260.138627,383,57
260.154688,4079,63
260.199775,1036,565
260.327443,375,65
261.137081,402,93
261.196133,1992,56
261.399738,447,125
261.539511,4159,48
262.009954,377,67
262.337415,908,90
262.387626,1460,50
262.967776,405,166
262.993202,2175,89
263.022233,181,90
263.103965,4073,37
263.150488,395,76
263.214486,372,84
263.299987,1042,395
263.301165,181,116
263.303844,1358,52
263.373929,392,99
263.431385,402,91
263.505504,406,139
263.516849,375,99
263.742891,4089,43
263.935479,402,182
264.193672,1035,405
264.569376,1070,406
264.777428,424,87
264.851655,4086,34
264.896067,4098,36
264.978710,4075,28
264.983837,4080,27
265.186794,393,106
265.257369,1313,190
265.368135,334,18
265.433614,456,78
265.569948,1316,213
265.587944,416,118
265.642748,374,50
265.758802,398,95
265.783055,4091,137
265.876095,382,82
265.901400,387,86
265.912944,437,90
265.933513,406,150
266.007032,394,90
266.007436,398,91
266.236566,1052,514
266.350417,908,89
266.375232,398,86
266.448683,389,100
266.586553,4078,108
266.601916,457,88
267.359879,413,74
267.540809,440,82
267.631906,1604,96
267.803683,1573,126
267.832600,4075,49
267.867903,1069,411
268.191076,1099,572
268.221841,405,98
268.285663,1040,439
268.333517,403,100
268.391667,1059,446
268.421623,405,125
268.587066,402,171
268.656810,1229,88
268.666280,404,100
268.716281,398,88
268.859029,1357,138
268.988300,4079,39
269.026885,401,108
269.157331,998,96
269.222666,4102,75
269.743016,398,98
269.810520,375,68
269.909370,379,84
